Date,Open,High,Low,Close,Volume,Market Cap
Sep-11-2020,10385.23,10476.97,10275.99,10438.38,27091848643.13,191680565611.28
Sep-10-2020,10336.83,10386.96,10215.87,10374.78,32078835059.70,190370332139.13
Sep-09-2020,10222.61,10464.14,10222.61,10334.64,32645377052.38,190999091019.75
Sep-08-2020,10116.67,10335.32,9983.51,10214.15,37822798641.02,188204222607.76
Sep-07-2020,10373.82,10397.84,9893.74,10112.21,40939773951.83,187507101788.05
Sep-06-2020,10248.39,10392.07,9896.30,10356.44,41532337191.22,187748825397.53
Sep-05-2020,10170.04,10339.14,9998.06,10257.23,56682146859.30,188480626407.76
Sep-04-2020,10448.69,10547.92,9902.98,10129.79,47745079004.77,189709036351.38
Sep-03-2020,10158.24,10602.97,10108.68,10473.52,51279765458.54,191811080129.69
Sep-02-2020,11388.87,11435.02,10103.86,10215.67,41460895659.59,203871519785.95
Sep-01-2020,11924.49,11945.58,11231.68,11399.15,40828722689.70,213802951608.04
Aug-31-2020,11650.16,12044.02,11551.45,11921.75,36030623507.37,219184566363.10
Aug-30-2020,11715.38,11764.46,11578.52,11656.00,28817684113.39,215789549308.06
Aug-29-2020,11471.66,11704.64,11468.28,11697.79,25043705473.36,214429322463.50
Aug-28-2020,11502.40,11551.26,11437.27,11485.10,24334715746.67,212233299545.35
Aug-27-2020,11320.18,11504.10,11290.10,11496.83,32588672017.07,211036707877.26
Aug-26-2020,11462.85,11549.17,11188.79,11311.24,32828842214.22,209653734745.61
Aug-25-2020,11338.91,11519.65,11275.79,11463.57,36827771241.81,210613286486.38
Aug-24-2020,11756.70,11761.36,11166.88,11361.55,31693401988.69,212634135184.42
Aug-23-2020,11648.11,11822.06,11601.43,11763.76,27473249747.71,216678337890.02
Aug-22-2020,11680.52,11707.26,11537.63,11653.41,25832518308.66,214622667029.50
Aug-21-2020,11534.75,11687.66,11403.80,11681.16,34813826010.14,213530755733.43
Aug-20-2020,11855.74,11874.02,11511.72,11530.92,31263106135.31,216936115830.44
Aug-19-2020,11742.53,11878.74,11689.24,11866.60,33930368813.69,217781876318.68
Aug-18-2020,11969.19,12007.45,11638.94,11732.41,40374416080.84,217876175357.21
Aug-17-2020,12272.58,12364.52,11892.03,11961.99,42796629888.70,224500807943.60
Aug-16-2020,11892.99,12394.35,11787.63,12285.94,29928688831.41,222199281267.30
Aug-15-2020,11857.11,11912.91,11706.35,11892.68,27103038829.15,218601707688.97
Aug-14-2020,11755.71,11966.49,11755.71,11865.38,31579519762.25,219092295047.45
Aug-13-2020,11765.97,11830.53,11657.29,11742.88,37984318894.68,216718826119.06
Aug-12-2020,11567.07,11773.09,11301.37,11763.01,35020081227.88,213109715698.48
Aug-11-2020,11397.04,11607.74,11238.65,11576.81,42464680750.61,211560773190.07
Aug-10-2020,11885.45,11927.49,11185.18,11395.41,37908458366.06,214723636951.70
Aug-09-2020,11666.67,12031.87,11666.67,11867.87,36150631837.61,219302265535.03
Aug-08-2020,11758.32,11784.91,11539.76,11648.08,27135096720.10,215278340523.58
Aug-07-2020,11592.02,11802.14,11541.27,11728.59,31999650196.17,215438751399.87
Aug-06-2020,11777.54,11885.86,11392.41,11583.16,34481886917.36,216166488274.91
Aug-05-2020,11738.74,11895.07,11574.34,11780.29,37150220757.47,216738012059.81
Aug-04-2020,11196.18,11769.27,11133.73,11732.93,31972193671.73,211293357710.88
Aug-03-2020,11228.30,11391.63,11075.23,11194.55,33863638681.68,207438823629.64
Aug-02-2020,11070.06,11465.34,10998.68,11246.26,35112734940.51,207580399210.98
Aug-01-2020,11797.82,12078.66,10983.15,11073.61,52188598140.95,209079136871.19
Jul-31-2020,11336.03,11848.39,11243.91,11800.39,41384071141.68,213902838533.16
Jul-30-2020,11100.38,11425.72,10978.05,11334.59,32449292482.92,206321493648.37
Jul-29-2020,11084.62,11157.27,10894.51,11109.23,36055471756.48,203287249280.77
Jul-28-2020,10905.33,11282.25,10839.39,11073.30,39989495152.79,204223624325.27
Jul-27-2020,11016.82,11204.31,10644.97,10895.73,63042796645.34,202236990314.96
Jul-26-2020,9921.92,11339.80,9920.00,10996.54,42213334217.12,191974092890.47
Jul-25-2020,9697.52,10073.23,9652.91,9917.36,28010517868.53,181128830062.12
Jul-24-2020,9547.49,9716.61,9534.58,9686.12,21037125903.82,177235876016.74
Jul-23-2020,9600.61,9629.07,9477.72,9545.05,22466772026.64,176100044830.86
Jul-22-2020,9523.66,9627.17,9474.58,9592.96,23101832608.06,175708055735.89
Jul-21-2020,9384.64,9524.32,9306.72,9518.90,19256793736.38,172605073940.35
Jul-20-2020,9162.18,9419.40,9160.24,9385.17,18926176904.53,171487341825.80
Jul-19-2020,9207.29,9212.38,9151.49,9164.07,13940188804.00,169211575088.63
Jul-18-2020,9169.95,9213.29,9119.53,9207.82,11947063843.28,168778549974.80
Jul-17-2020,9156.43,9196.23,9129.38,9170.80,12785910296.41,168882482359.43
Jul-16-2020,9135.11,9176.80,9094.51,9155.77,15270491655.55,168468973413.25
Jul-15-2020,9200.65,9220.83,9058.92,9137.24,16582669314.77,168514199418.18
Jul-14-2020,9253.72,9269.70,9182.05,9206.76,14662526150.23,170079990853.29
Jul-13-2020,9242.64,9273.11,9155.10,9254.20,16272167655.74,170007187866.19
Jul-12-2020,9297.14,9320.46,9217.61,9247.11,14936740773.71,171003296255.53
Jul-11-2020,9230.98,9313.26,9187.86,9286.73,11952544232.06,170437661039.55
Jul-10-2020,9276.58,9283.62,9195.59,9231.32,13061147820.36,170216321880.00
Jul-09-2020,9239.75,9288.71,9141.27,9278.45,16354705418.08,169589057281.64
Jul-08-2020,9428.61,9429.39,9201.80,9240.37,17978271912.03,171942322550.18
Jul-07-2020,9257.37,9453.38,9241.34,9420.35,16333234232.44,172116575807.64
Jul-06-2020,9339.72,9363.36,9220.04,9252.36,17246307333.96,170776445833.59
Jul-05-2020,9077.94,9342.54,9053.66,9342.54,16794093511.51,169604879655.51
Jul-04-2020,9131.50,9137.45,8957.56,9072.77,12978699502.85,166899354329.72
Jul-03-2020,9069.82,9178.14,9053.81,9127.52,12619370983.19,167429731224.07
Jul-02-2020,9081.57,9117.54,9059.79,9065.58,16093715203.20,167474065004.79
Jul-01-2020,9228.08,9253.26,8991.47,9084.05,16368750494.83,168813597933.18
Jun-30-2020,9136.04,9283.11,9102.36,9225.67,15043273940.04,169227695661.83
Jun-29-2020,9179.41,9190.72,9076.06,9145.56,15421116288.98,168532494578.05
Jun-28-2020,9126.12,9219.39,9042.93,9180.16,14838631119.37,167934859484.10
Jun-27-2020,9014.41,9178.96,8961.24,9118.12,16823321855.42,166863119578.07
Jun-26-2020,9162.62,9191.41,8942.43,9014.22,16646055896.97,167950056936.77
Jun-25-2020,9253.79,9290.34,9075.26,9165.50,18745051955.67,169288251679.47
Jun-24-2020,9302.94,9324.52,9066.60,9254.75,21449477389.80,170176296000.61
Jun-23-2020,9619.31,9664.02,9242.95,9289.30,18027557224.35,174051689510.32
Jun-22-2020,9683.93,9712.30,9586.80,9614.94,19667576806.76,177451081547.37
Jun-21-2020,9295.52,9697.18,9290.81,9685.85,16669106171.76,174537836716.48
Jun-20-2020,9351.83,9449.31,9289.89,9289.89,15448764609.55,172135437281.80
Jun-19-2020,9316.23,9373.05,9252.76,9348.98,17932871013.47,171291626097.60
Jun-18-2020,9393.87,9412.35,9263.22,9305.90,19527343337.21,171951244630.53
Jun-17-2020,9461.52,9461.91,9302.88,9401.55,18874354828.71,173229521282.24
Jun-16-2020,9522.88,9540.09,9309.95,9463.41,18609541664.25,173978886609.35
Jun-15-2020,9422.31,9566.21,9381.98,9520.48,24399990285.16,174692752419.64
Jun-14-2020,9352.51,9485.45,8960.67,9421.65,24311638545.77,170263310864.02
Jun-13-2020,9470.19,9470.19,9295.79,9352.85,15802769087.11,173240671689.19
Jun-12-2020,9464.72,9472.85,9378.91,9463.82,18853236921.96,173561923938.39
Jun-11-2020,9304.40,9538.69,9264.00,9460.38,28635953787.94,173363490989.64
Jun-10-2020,9864.20,9924.66,9257.35,9314.38,28078869432.74,177655075928.21
Jun-09-2020,9771.82,9966.96,9716.22,9864.56,21335294207.64,179960228068.54
Jun-08-2020,9774.13,9841.16,9657.18,9769.87,22201874671.16,178607649496.79
Jun-07-2020,9747.86,9778.40,9667.04,9773.30,24804583214.65,178825923692.41
Jun-06-2020,9661.57,9769.29,9456.74,9742.57,19781866056.34,177067750840.76
Jun-05-2020,9636.57,9723.00,9568.15,9662.32,21994182984.20,177309062240.79
Jun-04-2020,9793.27,9836.17,9641.72,9641.92,25839305931.80,179228721270.08
Jun-03-2020,9654.86,9854.89,9506.05,9803.99,24537394171.09,178371603614.39
Jun-02-2020,9542.71,9652.63,9454.88,9652.63,30774114397.07,175715682277.90
Jun-01-2020,10167.40,10174.00,9396.44,9538.73,40117755689.74,181818399958.92
May-31-2020,9454.11,10232.62,9433.58,10177.77,27483501150.54,176141805574.44
May-30-2020,9694.27,9694.27,9420.26,9449.86,30164673988.71,175722350392.78
May-29-2020,9415.67,9708.46,9351.30,9693.55,30240847830.50,174986415571.42
May-28-2020,9540.94,9558.56,9374.99,9418.13,34433975805.11,173820342654.99
May-27-2020,9177.55,9566.47,9123.65,9536.16,31339127072.19,171065907364.54
May-26-2020,8855.99,9189.87,8846.78,9165.14,29023731426.99,165951880765.02
May-25-2020,8894.33,8985.21,8745.73,8850.35,29122854004.02,162995940997.91
May-24-2020,8765.90,8944.68,8708.15,8897.21,32589017640.78,162281171647.31
May-23-2020,9178.76,9278.96,8791.79,8791.79,25780142754.70,167779073589.58
May-22-2020,9167.55,9294.04,9114.40,9180.53,26003317556.25,169162360390.57
May-21-2020,9059.87,9244.46,8973.51,9160.71,33446538580.73,167804855732.37
May-20-2020,9519.33,9558.12,8859.74,9073.69,33726116883.19,170759166081.34
May-19-2020,9769.90,9805.30,9441.17,9524.43,31304878616.17,177817155456.89
May-18-2020,9724.57,9852.63,9518.79,9761.18,33953354776.59,177791747575.09
May-17-2020,9672.11,9901.96,9563.11,9733.74,36680111315.18,178660739472.80
May-16-2020,9383.52,9835.58,9349.10,9667.58,31980216368.50,176741126353.67
May-15-2020,9307.56,9556.38,9235.12,9380.48,35516301774.02,172807069653.03
May-14-2020,9772.44,9803.13,9240.45,9293.97,44345543412.01,175071724313.22
May-13-2020,9298.00,9836.47,9273.45,9772.56,44963754585.07,175679524322.37
May-12-2020,8804.98,9363.65,8804.98,9302.90,34610987892.59,165909204204.80
May-11-2020,8583.60,8940.96,8566.73,8792.06,44269698682.53,161057224632.46
May-10-2020,8747.34,9108.04,8303.34,8593.86,43551499511.74,159916375004.24
May-09-2020,9554.22,9554.22,8388.96,8745.15,49096426545.48,159826123151.79
May-08-2020,9814.40,9900.43,9559.71,9570.01,36759061346.30,178685755695.60
May-07-2020,9943.63,9995.18,9753.75,9822.89,50787616033.86,181977754701.74
May-06-2020,9170.34,9985.69,9086.61,9968.11,44195883977.58,173692539733.18
May-05-2020,9013.05,9353.21,8936.69,9198.25,37332792656.47,167826777744.77
May-04-2020,8876.40,9060.01,8826.54,8968.00,34606031419.31,163732155636.39
May-03-2020,8895.40,8933.91,8571.36,8883.31,35712348408.15,160941962365.18
May-02-2020,8973.68,9157.86,8765.82,8894.36,36776322130.08,164772116841.57
May-01-2020,8822.56,8992.53,8778.17,8974.92,34889762273.70,162713195839.85
Apr-30-2020,8629.23,9025.38,8629.23,8832.98,43425802327.73,161118132981.49
Apr-29-2020,8756.43,9425.80,8476.20,8607.33,56288690521.04,163081748451.07
Apr-28-2020,7747.51,8878.88,7731.96,8759.79,34278610731.34,150712446279.92
Apr-27-2020,7772.74,7772.74,7668.77,7754.22,25836558088.10,141607175628.19
Apr-26-2020,7676.11,7766.69,7651.24,7766.69,27154195067.96,141335677928.53
Apr-25-2020,7536.12,7667.01,7529.54,7665.83,24111822559.90,139184239452.51
Apr-24-2020,7499.60,7600.65,7452.97,7535.26,25858610305.70,138203387711.78
Apr-23-2020,7470.51,7584.59,7430.22,7497.35,31706852571.21,137798083489.12
Apr-22-2020,7114.28,7612.47,7043.73,7464.89,30103580671.25,133567670515.67
Apr-21-2020,6848.63,7127.93,6828.23,7106.55,24916975279.05,128120648874.19
Apr-20-2020,6850.01,6909.39,6793.92,6851.01,29393938160.50,125825015434.62
Apr-19-2020,7130.80,7193.47,6802.73,6856.79,26956989050.53,129289405823.92
Apr-18-2020,7238.81,7238.81,7084.17,7133.15,25713381019.62,131299883668.29
Apr-17-2020,7038.54,7258.39,7038.54,7233.16,24783424486.78,130947107630.64
Apr-16-2020,7095.72,7127.52,7028.62,7034.54,30376034250.39,129518207870.72
Apr-15-2020,6632.63,7136.02,6531.44,7088.80,33497785088.70,126464114155.67
Apr-14-2020,6860.03,6915.83,6629.92,6637.79,26821228375.74,124596359705.64
Apr-13-2020,6841.81,6956.21,6778.25,6856.18,28504195497.14,125895041725.00
Apr-12-2020,6925.83,6925.83,6651.14,6837.42,31953029026.48,123588123155.13
Apr-11-2020,6873.74,7151.80,6797.61,6977.23,25365748775.63,127014900702.18
Apr-10-2020,6870.16,6930.59,6773.98,6869.59,30015475132.19,125695053282.85
Apr-09-2020,7287.83,7291.26,6773.43,6859.83,32004749572.41,127757875237.52
Apr-08-2020,7350.85,7355.68,7166.89,7293.58,28609068744.73,133591007345.98
Apr-07-2020,7197.67,7376.15,7171.11,7352.33,32753738688.83,133529754680.46
Apr-06-2020,7317.03,7428.31,7122.74,7198.77,39144962205.88,133817605169.78
Apr-05-2020,6789.73,7291.00,6789.73,7279.16,31594108803.00,129472682893.78
Apr-04-2020,6847.45,6874.53,6710.02,6789.73,25269670113.01,124308425037.96
Apr-03-2020,6733.67,6867.94,6693.18,6847.73,27880150848.35,123733079484.61
Apr-02-2020,6797.84,7009.43,6630.44,6733.75,37167518958.51,124606219965.22
Apr-01-2020,6591.47,7112.02,6572.99,6807.47,35949707671.36,122725401428.31
Mar-31-2020,6419.06,6601.95,6176.88,6598.29,25637412066.59,115302473165.50
Mar-30-2020,6397.72,6496.83,6358.76,6431.26,27431559375.46,117897004412.54
Mar-29-2020,5900.01,6546.93,5877.93,6424.08,27021350124.51,114501719213.40
Mar-28-2020,6241.96,6241.96,5908.11,5917.30,23647684302.31,111751694356.80
Mar-27-2020,6378.66,6378.66,6073.04,6239.84,27085157179.31,113826923632.40
Mar-26-2020,6736.95,6820.94,6377.75,6377.75,28806208012.94,122203325296.58
Mar-25-2020,6679.40,6750.80,6563.68,6736.29,29627849180.96,121738455841.64
Mar-24-2020,6740.89,6909.43,6509.14,6681.34,37094888214.33,121546867684.85
Mar-23-2020,6465.06,6776.05,6390.80,6736.04,41093254549.53,121097566539.86
Mar-22-2020,5836.56,6500.70,5769.09,6467.46,48057935733.18,111429326543.48
Mar-21-2020,6162.35,6385.92,5796.49,5843.16,49039501835.04,112187860495.32
Mar-20-2020,6211.47,6428.25,5921.28,6149.80,74321910267.06,112728501963.36
Mar-19-2020,6163.65,6845.32,5816.37,6192.31,82173623931.32,115935645852.83
Mar-18-2020,5363.80,6373.37,5280.25,6160.00,46227050479.48,104548696265.18
Mar-17-2020,5322.87,5396.97,5047.76,5365.58,30708432421.46,95631779590.91
Mar-16-2020,5008.44,5446.81,4968.74,5362.32,36376336243.89,95525363026.67
Mar-15-2020,5374.04,5374.04,4528.30,5022.58,33030427611.94,90499353955.16
Mar-14-2020,5200.97,5832.91,5168.40,5381.75,26391424072.39,96195556705.22
Mar-13-2020,5585.04,5611.99,5120.78,5212.98,41904880597.15,97722102309.67
Mar-12-2020,4799.70,5891.89,4003.59,5518.65,60723203714.92,95005002272.70
Mar-11-2020,7932.11,7953.44,4684.82,4724.39,38263176500.42,121163326657.35
Mar-10-2020,7897.14,7963.67,7627.48,7931.35,32035157695.88,141970620520.25
Mar-09-2020,7933.95,8139.03,7794.19,7900.82,34726963415.42,143809421789.08
Mar-08-2020,8045.08,8132.65,7664.88,7915.67,37959208549.62,142578528186.79
Mar-07-2020,8898.96,8898.96,8042.74,8042.74,33505674162.18,155088458047.74
Mar-06-2020,9133.49,9167.92,8869.50,8898.94,34911099914.61,163526318728.35
Mar-05-2020,9062.48,9150.67,9007.39,9129.27,33574313953.09,164282940136.18
Mar-04-2020,8756.31,9136.66,8756.31,9051.14,28798098411.37,162918336040.16
Mar-03-2020,8762.36,8839.48,8554.10,8749.50,29780398865.11,158496183520.32
Mar-02-2020,8907.41,8907.41,8679.94,8772.48,31679555793.10,159017072002.81
Mar-01-2020,8549.34,8956.12,8518.22,8900.07,29111523358.53,158184330288.86
Feb-29-2020,8550.54,8710.27,8426.71,8557.50,25805457967.58,154882913461.61
Feb-28-2020,8750.14,8783.13,8569.47,8569.47,28569338388.82,156921090953.11
Feb-27-2020,8812.55,8892.75,8477.51,8731.61,31653812954.63,157412038002.73
Feb-26-2020,8695.37,8975.44,8565.95,8775.60,37863755310.13,159196540576.94
Feb-25-2020,9327.17,9368.46,8692.90,8829.54,35462874215.67,163787589106.11
Feb-24-2020,9662.36,9905.85,9315.48,9358.39,34745765383.74,171785263057.60
Feb-23-2020,9953.14,9972.51,9518.29,9664.37,33711384526.73,175909878700.66
Feb-22-2020,9663.25,9951.13,9663.25,9923.66,29496972972.89,178038565852.03
Feb-21-2020,9683.66,9700.68,9582.98,9667.52,29322369849.74,174531980209.11
Feb-20-2020,9600.49,9746.93,9576.36,9683.45,33072200100.22,175008291937.88
Feb-19-2020,9612.46,9656.52,9483.96,9612.39,38453745129.31,173334512100.29
Feb-18-2020,10152.94,10214.65,9603.34,9621.77,37096619902.53,182314328777.60
Feb-17-2020,9700.84,10209.59,9620.50,10144.90,38169582164.27,177769828118.06
Feb-16-2020,9939.76,9940.39,9481.85,9712.00,39598298473.51,175667186732.82
Feb-15-2020,9908.08,10032.34,9687.01,9969.24,36525467233.55,179092557524.82
Feb-14-2020,10328.12,10366.44,9862.31,9903.08,35159749254.72,183357305740.19
Feb-13-2020,10229.15,10360.53,10110.83,10327.51,38621696717.55,185324696688.49
Feb-12-2020,10313.91,10458.55,10104.99,10225.42,40279999808.96,185753452118.88
Feb-11-2020,10220.51,10396.61,10220.51,10327.55,37536325030.77,186429089122.68
Feb-10-2020,9859.71,10283.61,9729.95,10229.70,32344589624.23,179739260248.32
Feb-09-2020,10128.72,10154.40,9787.32,9869.44,32809761670.32,179314120889.56
Feb-08-2020,9890.51,10136.29,9882.11,10128.75,30830691930.95,181866640936.17
Feb-07-2020,9878.10,9911.33,9678.53,9899.91,27781716512.86,177359345663.78
Feb-06-2020,9760.28,9871.28,9747.32,9820.30,31575968441.42,177054349781.90
Feb-05-2020,9605.88,9835.47,9541.80,9754.08,33460093620.23,175262977322.93
Feb-04-2020,9175.38,9684.33,9163.04,9602.31,27369542844.87,170352603411.87
Feb-03-2020,9299.27,9337.17,9116.75,9187.07,25453389344.38,166714544845.36
Feb-02-2020,9332.39,9545.34,9253.04,9302.36,28287364412.59,168966244374.18
Feb-01-2020,9382.89,9451.08,9222.51,9339.57,25513782426.06,169576924680.38
Jan-31-2020,9345.86,9448.90,9307.57,9386.11,24669132631.41,169636957803.41
Jan-30-2020,9498.82,9512.29,9236.48,9336.13,29879074256.12,169249094727.02
Jan-29-2020,9295.30,9554.57,9226.93,9503.27,27862509999.09,169567098661.10
Jan-28-2020,9361.34,9399.97,9264.58,9304.92,31677015378.89,168807381942.65
Jan-27-2020,8896.17,9334.84,8896.17,9334.84,28386922234.10,163462892496.78
Jan-26-2020,8603.45,8949.88,8595.70,8895.60,21864918499.88,157922912199.80
Jan-25-2020,8350.91,8602.22,8317.57,8591.00,17062357023.91,152809555627.03
Jan-24-2020,8428.52,8443.51,8284.92,8366.21,18942559761.60,150859836245.17
Jan-23-2020,8410.04,8512.00,8243.93,8440.29,21819201521.97,151937986769.83
Jan-22-2020,8678.10,8679.20,8314.34,8391.61,21694293542.31,153092286772.88
Jan-21-2020,8734.17,8785.17,8628.23,8672.80,21487927493.79,157068117572.20
Jan-20-2020,8638.62,8760.41,8531.71,8747.38,21133613685.66,156593605926.94
Jan-19-2020,8706.12,8739.60,8540.67,8639.20,25527853490.94,156572520528.87
Jan-18-2020,8925.61,9170.72,8587.80,8697.34,29631647239.10,160142088750.70
Jan-17-2020,8914.24,8970.02,8821.67,8929.54,29485862975.67,160919593886.16
Jan-16-2020,8725.25,8985.13,8675.46,8921.65,29962458959.56,160221315058.65
Jan-15-2020,8814.53,8840.12,8606.31,8722.04,30633889567.39,157032648632.23
Jan-14-2020,8818.54,8875.85,8409.18,8807.63,41907940746.90,158048673749.59
Jan-13-2020,8106.52,8844.28,8106.52,8838.56,30880804631.85,154877884753.06
Jan-12-2020,8174.75,8176.99,8065.08,8116.97,20209676488.40,146622670428.86
Jan-11-2020,8031.85,8168.96,7979.11,8164.59,23264705657.57,146765777200.65
Jan-10-2020,8173.01,8249.13,8024.16,8024.79,29273068672.25,146762212989.91
Jan-09-2020,7821.63,8160.41,7699.76,8160.41,25445878088.33,142683057758.69
Jan-08-2020,8047.81,8047.81,7781.21,7829.06,27423415908.25,142893103636.12
Jan-07-2020,8152.75,8431.81,7889.18,8055.76,32572235030.89,148885145141.64
Jan-06-2020,7751.39,8173.27,7751.39,8155.22,26898528961.36,143243994478.95
Jan-05-2020,7361.71,7764.22,7357.59,7764.22,20385990287.92,136278512926.95
Jan-04-2020,7356.76,7475.16,7341.46,7352.36,18782091517.37,134419222812.49
Jan-03-2020,7324.10,7373.79,7290.64,7358.49,22091911757.37,132598810198.45
Jan-02-2020,6967.51,7384.89,6891.53,7317.18,23323885155.71,130662850185.82
Jan-01-2020,7214.71,7222.86,6953.66,6968.27,16978615552.32,128456540022.85
Dec-31-2019,7196.61,7252.03,7182.14,7213.92,17174701192.72,130562734340.65
Dec-30-2019,7245.20,7300.39,7155.96,7202.62,19231685730.93,130635621311.15
Dec-29-2019,7388.39,7397.63,7234.18,7245.99,20205730608.95,132319295030.03
Dec-28-2019,7312.01,7487.90,7257.40,7386.38,18316582002.15,132889260155.54
Dec-27-2019,7248.51,7347.52,7242.85,7312.04,19186434309.47,132122167343.92
Dec-26-2019,7209.30,7260.34,7111.40,7246.42,20987495731.49,130391767632.67
Dec-25-2019,7206.51,7407.99,7170.48,7211.34,17261944405.21,130802546117.08
Dec-24-2019,7259.12,7263.24,7146.06,7205.38,18541417893.72,130606690709.14
Dec-23-2019,7327.79,7408.12,7180.37,7240.62,21901304372.39,132100720581.50
Dec-22-2019,7492.45,7664.11,7292.65,7329.61,23553693248.25,135673099050.17
Dec-21-2019,7140.32,7482.96,7130.74,7482.96,15859553796.77,130626273875.83
Dec-20-2019,7189.19,7189.19,7130.79,7138.89,17216556747.58,129336453236.62
Dec-19-2019,7149.88,7210.14,7098.24,7185.16,19090224845.26,129412607079.29
Dec-18-2019,7270.85,7335.82,7059.45,7150.38,27989461214.82,129290264197.96
Dec-17-2019,6621.87,7310.39,6455.52,7275.75,23544326241.80,122466220929.89
Dec-16-2019,6898.58,6925.01,6589.12,6624.13,17871010703.79,123005828883.67
Dec-15-2019,7118.48,7138.61,6859.20,6902.89,14930223069.12,127437036253.57
Dec-14-2019,7072.38,7155.34,7026.95,7120.92,14644394191.14,128334682120.03
Dec-13-2019,7257.67,7268.68,7035.60,7078.96,14111391071.94,129695505705.06
Dec-12-2019,7197.05,7289.92,7195.24,7255.13,14598717509.37,130833591312.26
Dec-11-2019,7204.51,7251.32,7122.43,7202.46,16462585927.79,129835093792.77
Dec-10-2019,7227.63,7265.97,7161.67,7199.72,16414726727.46,130503782867.68
Dec-09-2019,7348.37,7388.39,7191.15,7233.81,18266169084.28,132119967777.53
Dec-08-2019,7511.28,7580.07,7315.43,7350.42,15758507373.41,134906963787.74
Dec-07-2019,7495.50,7544.08,7395.94,7516.68,14839255939.76,135363276601.94
Dec-06-2019,7529.89,7571.75,7488.40,7496.13,17516422533.46,136066629888.61
Dec-05-2019,7388.42,7532.61,7328.71,7532.61,18201556007.12,133823034544.68
Dec-04-2019,7200.14,7456.15,7188.05,7386.51,21771942872.72,132493558622.81
Dec-03-2019,7297.07,7551.50,7118.39,7216.46,17283223591.61,131561545030.70
Dec-02-2019,7307.99,7384.13,7267.86,7300.21,14980928828.28,132345425156.11
Dec-01-2019,7405.66,7419.10,7209.44,7315.11,17497508154.75,132230802956.25
Nov-30-2019,7551.71,7551.71,7276.63,7417.18,19448581691.42,133056595876.39
Nov-29-2019,7743.65,7776.99,7481.73,7548.61,18558072916.99,138308250481.77
Nov-28-2019,7434.17,7797.01,7431.61,7740.42,19637751265.72,137457353874.40
Nov-27-2019,7514.02,7616.18,7405.17,7442.80,23196231678.85,135794345148.04
Nov-26-2019,7161.30,7628.13,6885.24,7502.03,21528088248.63,130983843289.50
Nov-25-2019,7126.95,7312.51,7058.83,7169.26,25274129965.21,129101219688.32
Nov-24-2019,6931.50,7345.91,6583.23,7133.95,28072860618.34,125898643705.49
Nov-23-2019,7310.16,7325.98,6932.31,6932.31,19688077432.65,129213195685.80
Nov-22-2019,7278.82,7332.28,7108.07,7316.80,28070277489.59,130709921812.55
Nov-21-2019,7632.87,7688.69,6915.82,7290.35,28409580486.22,132784410256.65
Nov-20-2019,8101.95,8126.01,7574.88,7631.02,19580512635.16,142188695965.80
Nov-19-2019,8138.29,8179.76,8066.84,8097.19,18743906405.94,146512546563.54
Nov-18-2019,8204.16,8216.66,8043.45,8134.77,21641717591.42,146930469081.09
Nov-17-2019,8504.16,8504.16,8177.46,8211.79,18122849023.91,151684343586.89
Nov-16-2019,8498.55,8591.87,8420.02,8503.05,16068981644.00,153814774012.02
Nov-15-2019,8477.05,8524.80,8457.83,8497.41,18266153675.24,153143668049.18
Nov-14-2019,8659.29,8726.81,8450.88,8474.54,19571089078.11,154556646136.23
Nov-13-2019,8783.69,8794.53,8620.69,8662.42,18018026600.86,156750711852.26
Nov-12-2019,8807.51,8807.51,8727.53,8785.80,18311776804.67,158126160785.76
Nov-11-2019,8737.61,8823.84,8630.70,8801.60,18549053910.67,157865178471.28
Nov-10-2019,9037.81,9064.52,8657.68,8732.15,21474225431.48,159019024064.96
Nov-09-2019,8814.22,9084.84,8769.04,9043.00,18865154158.86,160406101474.52
Nov-08-2019,8790.38,8878.66,8761.11,8818.43,20903331341.95,159149038181.06
Nov-07-2019,9217.49,9252.36,8741.36,8791.64,22392277631.81,162396022673.14
Nov-06-2019,9320.86,9351.51,9154.52,9219.01,21386732950.85,166691634545.24
Nov-05-2019,9305.76,9407.77,9264.37,9329.52,22773683290.75,168097301254.53
Nov-04-2019,9383.92,9427.61,9199.03,9311.28,25633993748.18,168167192831.90
Nov-03-2019,9201.27,9465.45,9140.78,9389.91,20013705970.26,166672654763.98
Nov-02-2019,9289.89,9353.72,9106.31,9205.74,19491017665.94,166092359614.15
Nov-01-2019,9229.52,9337.92,9206.69,9290.26,21641092219.16,166975037686.21
Oct-31-2019,9147.04,9259.64,9061.56,9225.75,23423542842.95,164829235357.73
Oct-30-2019,9155.16,9326.32,8977.51,9154.92,24122194386.38,165061996890.88
Oct-29-2019,9408.96,9408.96,9041.09,9162.39,27636488312.40,165649839748.28
Oct-28-2019,9232.77,9503.15,9195.93,9411.89,28823080713.18,168918993992.46
Oct-27-2019,9535.72,9820.90,9234.27,9234.27,35593127802.80,170468526441.83
Oct-26-2019,9235.01,9722.66,9096.94,9544.09,33550698245.02,169004009822.78
Oct-25-2019,8652.61,10112.45,8651.28,9235.93,46466597084.98,167434679606.55
Oct-24-2019,7432.69,8678.88,7421.37,8651.13,18738952733.52,141682839386.38
Oct-23-2019,7480.71,7500.37,7377.74,7440.04,18981331416.00,134167064520.07
Oct-22-2019,8036.49,8052.26,7398.58,7469.52,17812755885.62,139696207963.86
